niveau_risque_assurance,carburant,turbo,nombre_portes,type_vehicule,roues_motrices,emplacement_moteur,empattement(cm),longueur_voiture(cm),largeur_voiture(cm),hauteur_voiture(cm),poids_vehicule(kg),type_moteur,nombre_cylindres,taille_moteur,systeme_carburant,taux_alésage(cm),course_piston(cm),taux_compression,chevaux,tour_moteur,consommation_ville(L/100km),consommation_autoroute(L/100km),prix,marque,modele
0,gas,std,four,berline,traction,avant,246.9,440.4,165.6,138.9,1044.2,ohc,four,120,2bbl,8.5,8.8,8.5,97,5200,8.711666666666666,6.9180882352941175,9549.0,nissan,nv200
0,gas,std,four,berline,traction,avant,255.0,461.5,168.9,140.0,1403.9,ohcv,six,181,mpfi,8.7,8.3,9.0,152,5200,13.836176470588235,10.691590909090909,13499.0,nissan,dayz
0,gas,std,four,break,traction,avant,255.0,468.9,168.9,142.5,1495.0,ohcv,six,181,mpfi,8.7,8.3,9.0,152,5200,13.836176470588235,10.691590909090909,14399.0,nissan,fuga
0,gas,std,four,berline,traction,avant,255.0,468.9,168.9,140.0,1388.0,ohcv,six,181,mpfi,8.7,8.3,9.0,152,5200,12.379736842105263,9.4086,13499.0,nissan,otti
3,gas,std,two,hayon,propulsion,avant,231.9,433.6,172.5,126.2,1393.0,ohcv,six,181,mpfi,8.7,8.3,9.0,160,5200,12.379736842105263,9.4086,17199.0,nissan,teana
3,gas,turbo,two,hayon,propulsion,avant,231.9,433.6,172.5,126.2,1423.8,ohcv,six,181,mpfi,8.7,8.3,7.8,200,5200,13.836176470588235,10.226739130434783,19699.0,nissan,kicks
1,gas,std,two,hayon,propulsion,avant,252.0,453.4,172.5,126.2,1423.8,ohcv,six,181,mpfi,8.7,8.3,9.0,160,5200,12.379736842105263,9.4086,18399.0,nissan,clipper
0,gas,std,four,berline,propulsion,avant,274.1,474.2,173.7,144.0,1369.8,l,four,120,mpfi,8.8,8.1,8.4,97,5000,12.379736842105263,9.800625,11900.0,peugeot,504
0,diesel,turbo,four,berline,propulsion,avant,274.1,474.2,173.7,144.0,1450.1,l,four,152,idi,9.4,8.9,21.0,95,4150,8.400535714285715,7.127727272727273,13200.0,peugeot,304
0,gas,std,four,break,propulsion,avant,290.1,505.2,173.7,149.1,1465.1,l,four,120,mpfi,8.8,8.1,8.4,97,5000,12.379736842105263,9.800625,12440.0,peugeot,504(sw)
0,diesel,turbo,four,break,propulsion,avant,290.1,505.2,173.7,149.1,1555.8,l,four,152,idi,9.4,8.9,21.0,95,4150,9.4086,9.4086,13860.0,peugeot,504
0,gas,std,four,berline,propulsion,avant,274.1,474.2,173.7,144.0,1394.8,l,four,120,mpfi,8.8,5.6,8.4,95,5000,12.379736842105263,9.800625,15580.0,peugeot,504
0,diesel,turbo,four,berline,propulsion,avant,274.1,474.2,173.7,144.0,1475.1,l,four,152,idi,9.4,8.9,21.0,95,4150,8.400535714285715,7.127727272727273,16900.0,peugeot,604sl
0,gas,std,four,break,propulsion,avant,290.1,505.2,173.7,144.0,1490.1,l,four,120,mpfi,8.8,5.6,8.4,95,5000,12.379736842105263,9.800625,16695.0,peugeot,504
0,diesel,turbo,four,break,propulsion,avant,290.1,505.2,173.7,149.1,1580.8,l,four,152,idi,9.4,8.9,21.0,95,4150,9.4086,9.4086,17075.0,peugeot,505sturbodiesel
0,gas,std,four,berline,propulsion,avant,274.1,474.2,173.7,144.0,1394.8,l,four,120,mpfi,8.8,8.1,8.4,97,5000,12.379736842105263,9.800625,16630.0,peugeot,504
0,diesel,turbo,four,berline,propulsion,avant,274.1,474.2,173.7,144.0,1475.1,l,four,152,idi,9.4,8.9,21.0,95,4150,8.400535714285715,7.127727272727273,17950.0,peugeot,504
0,gas,turbo,four,berline,propulsion,avant,274.3,474.2,173.5,142.2,1419.7,l,four,134,mpfi,9.2,8.2,7.0,142,5600,13.0675,9.800625,18150.0,peugeot,604sl
1,gas,std,two,hayon,traction,avant,238.0,399.5,162.1,129.0,870.0,ohc,four,90,2bbl,7.5,8.2,9.4,68,5500,6.357162162162163,5.736951219512195,5572.0,plymouth,furyiii
1,gas,turbo,two,hayon,traction,avant,238.0,399.5,162.1,129.0,965.2,ohc,four,98,spdi,7.7,8.6,7.6,102,5500,9.800625,7.8405000000000005,7957.0,plymouth,cricket
1,gas,std,four,hayon,traction,avant,238.0,399.5,162.1,128.5,892.2,ohc,four,90,2bbl,7.5,8.2,9.4,68,5500,7.587580645161291,6.189868421052632,6229.0,plymouth,furyiii
1,gas,std,four,berline,traction,avant,238.0,424.9,162.1,129.0,902.2,ohc,four,90,2bbl,7.5,8.2,9.4,68,5500,7.587580645161291,6.189868421052632,6692.0,plymouth,satellitecustom(sw)
1,gas,std,four,berline,traction,avant,238.0,424.9,162.1,129.0,993.8,ohc,four,98,2bbl,7.5,8.2,9.4,68,5500,7.587580645161291,6.189868421052632,7609.0,plymouth,furygransedan
-1,gas,std,four,break,traction,avant,262.4,443.5,164.1,151.9,1149.9,ohc,four,122,2bbl,8.5,8.8,8.5,88,5000,9.800625,7.8405000000000005,8921.0,plymouth,valiant
3,gas,turbo,two,hayon,propulsion,avant,243.6,439.9,168.4,127.5,1278.2,ohc,four,156,spdi,9.1,9.8,7.0,145,5000,12.379736842105263,9.800625,12764.0,plymouth,duster
3,gas,std,two,hayon,propulsion,avant,240.0,429.0,173.5,127.5,1260.1,ohc,four,151,mpfi,10.0,7.9,9.5,143,5500,12.379736842105263,8.711666666666666,22018.0,porsche,macan
3,gas,std,two,coupé,propulsion,arriere,227.3,429.0,165.1,131.1,1250.1,ohcf,six,194,mpfi,9.5,7.4,9.5,207,5900,13.836176470588235,9.4086,32528.0,porsche,panamera
3,gas,std,two,coupé,propulsion,arriere,227.3,429.0,165.1,131.1,1250.1,ohcf,six,194,mpfi,9.5,7.4,9.5,207,5900,13.836176470588235,9.4086,34028.0,porsche,cayenne
3,gas,std,two,décapotable,propulsion,arriere,227.3,429.0,165.1,131.1,1270.1,ohcf,six,194,mpfi,9.5,7.4,9.5,207,5900,13.836176470588235,9.4086,37028.0,porsche,boxter
1,gas,std,two,hayon,propulsion,avant,249.9,446.3,183.6,128.3,1526.8,dohcv,eight,203,mpfi,10.0,7.9,10.0,288,5750,13.836176470588235,8.400535714285715,31400.5,porsche,cayenne
0,gas,std,four,break,traction,avant,244.1,461.0,168.9,140.2,1169.8,ohc,four,132,mpfi,8.8,9.9,8.7,90,5100,10.226739130434783,7.587580645161291,9295.0,renault,12tl
2,gas,std,two,hayon,traction,avant,244.1,449.1,169.2,128.3,1115.8,ohc,four,132,mpfi,8.8,9.9,8.7,90,5100,10.226739130434783,7.587580645161291,9895.0,renault,5gtl
3,gas,std,two,hayon,traction,avant,251.7,474.0,168.9,142.5,1205.6,ohc,four,121,mpfi,9.0,7.8,9.31,110,5250,11.200714285714286,8.400535714285715,11850.0,saab,99e
2,gas,std,four,berline,traction,avant,251.7,474.0,168.9,142.5,1222.4,ohc,four,121,mpfi,9.0,7.8,9.3,110,5250,11.200714285714286,8.400535714285715,12170.0,saab,99le
3,gas,std,two,hayon,traction,avant,251.7,474.0,168.9,142.5,1227.9,ohc,four,121,mpfi,6.5,5.3,9.3,110,5250,11.200714285714286,8.400535714285715,15040.0,saab,99le
2,gas,std,four,berline,traction,avant,251.7,474.0,168.9,142.5,1251.0,ohc,four,121,mpfi,9.0,7.8,9.3,110,5250,11.200714285714286,8.400535714285715,15510.0,saab,99gle
3,gas,turbo,two,hayon,traction,avant,251.7,474.0,168.9,142.5,1273.7,dohc,four,121,mpfi,9.0,7.8,9.0,160,5500,12.379736842105263,9.04673076923077,18150.0,saab,99gle
2,gas,turbo,four,berline,traction,avant,251.7,474.0,168.9,142.5,1291.4,dohc,four,121,mpfi,9.0,7.8,9.0,160,5500,12.379736842105263,9.04673076923077,18620.0,saab,99e
2,gas,std,two,hayon,traction,avant,238.0,401.1,161.5,136.4,961.6,ohcf,four,108,2bbl,9.2,6.7,8.7,73,4400,9.04673076923077,7.587580645161291,7053.0,subaru,dl
2,gas,std,two,hayon,quatre_roues_motrices,avant,237.0,399.5,162.1,141.5,1016.0,ohcf,four,108,2bbl,9.2,6.7,8.7,73,4400,9.04673076923077,7.587580645161291,7603.0,subaru,dl
0,gas,std,four,berline,traction,avant,246.9,436.9,166.1,133.4,993.4,ohcf,four,108,2bbl,9.2,6.7,9.5,82,4400,8.400535714285715,7.127727272727273,7775.0,subaru,brz
0,gas,std,four,berline,traction,avant,246.9,436.9,166.1,133.4,1061.4,ohcf,four,108,mpfi,9.2,6.7,9.0,94,5200,9.04673076923077,7.35046875,9960.0,subaru,baja
0,gas,std,four,berline,quatre_roues_motrices,avant,246.4,436.9,166.1,137.9,1081.8,ohcf,four,108,2bbl,9.2,6.7,9.0,82,4800,9.800625,9.4086,9233.0,subaru,r1
0,gas,turbo,four,berline,quatre_roues_motrices,avant,246.4,436.9,166.1,137.9,1138.5,ohcf,four,108,mpfi,9.2,6.7,7.7,111,4800,9.800625,8.110862068965517,11259.0,subaru,r2
0,gas,std,four,break,traction,avant,246.4,440.7,166.1,134.6,1038.7,ohcf,four,108,2bbl,9.2,6.7,9.0,82,4800,8.400535714285715,7.35046875,7463.0,subaru,trezia
0,gas,std,four,break,traction,avant,246.4,440.7,166.1,134.6,1113.6,ohcf,four,108,mpfi,9.2,6.7,9.0,94,5200,9.4086,7.587580645161291,10198.0,subaru,tribeca
0,gas,std,four,break,quatre_roues_motrices,avant,246.1,440.9,166.1,139.4,1097.7,ohcf,four,108,2bbl,9.2,6.7,9.0,82,4800,10.226739130434783,8.110862068965517,8013.0,subaru,dl
0,gas,turbo,four,break,quatre_roues_motrices,avant,246.1,440.9,166.1,139.4,1202.0,ohcf,four,108,mpfi,9.2,6.7,7.7,111,4800,10.226739130434783,10.226739130434783,11694.0,subaru,dl
1,gas,std,two,hayon,traction,avant,243.1,403.1,161.5,138.4,900.4,ohc,four,92,2bbl,7.7,7.7,9.0,62,4800,6.720428571428571,6.031153846153846,5348.0,toyota,coronamarkii
1,gas,std,two,hayon,traction,avant,243.1,403.1,161.5,138.4,925.3,ohc,four,92,2bbl,7.7,7.7,9.0,62,4800,7.587580645161291,6.189868421052632,6338.0,toyota,corona
1,gas,std,four,hayon,traction,avant,243.1,403.1,161.5,138.4,914.0,ohc,four,92,2bbl,7.7,7.7,9.0,62,4800,7.587580645161291,6.189868421052632,6488.0,toyota,corolla1200
0,gas,std,four,break,traction,avant,243.1,431.0,161.5,150.1,1034.2,ohc,four,92,2bbl,7.7,7.7,9.0,62,4800,7.587580645161291,6.357162162162163,6918.0,toyota,coronahardtop
0,gas,std,four,break,quatre_roues_motrices,avant,243.1,431.0,161.5,150.1,1038.7,ohc,four,92,2bbl,7.7,7.7,9.0,62,4800,8.711666666666666,7.35046875,7898.0,toyota,corolla1600(sw)
0,gas,std,four,break,quatre_roues_motrices,avant,243.1,431.0,161.5,150.1,1410.7,ohc,four,92,2bbl,7.7,7.7,9.0,62,4800,8.711666666666666,7.35046875,8778.0,toyota,carina
0,gas,std,four,berline,traction,avant,243.1,422.4,163.6,134.6,943.9,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,7.8405000000000005,6.357162162162163,6938.0,toyota,markii
0,gas,std,four,hayon,traction,avant,243.1,422.4,163.6,134.1,956.6,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,7.8405000000000005,6.357162162162163,7198.0,toyota,corolla1200
0,diesel,std,four,berline,traction,avant,243.1,422.4,163.6,134.6,1031.9,ohc,four,110,idi,8.3,8.5,22.5,56,4500,6.9180882352941175,6.53375,7898.0,toyota,corona
0,diesel,std,four,hayon,traction,avant,243.1,422.4,163.6,134.1,1031.9,ohc,four,110,idi,8.3,8.5,22.5,56,4500,6.189868421052632,5.0045744680851065,7788.0,toyota,corolla
0,gas,std,four,berline,traction,avant,243.1,422.4,163.6,134.6,949.8,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,6.189868421052632,5.0045744680851065,7738.0,toyota,corona
0,gas,std,four,hayon,traction,avant,243.1,422.4,163.6,134.1,962.5,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,8.400535714285715,6.9180882352941175,8358.0,toyota,corolla
0,gas,std,four,berline,traction,avant,243.1,422.4,163.6,134.1,970.7,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,8.400535714285715,6.9180882352941175,9258.0,toyota,markii
1,gas,std,two,berline,propulsion,avant,240.0,428.5,162.6,133.6,983.8,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,8.110862068965517,6.9180882352941175,8058.0,toyota,corollaliftback
1,gas,std,two,hayon,propulsion,avant,240.0,428.5,162.6,133.6,999.7,ohc,four,98,2bbl,8.1,7.7,9.0,70,4800,8.110862068965517,6.9180882352941175,8238.0,toyota,corona
1,gas,std,two,berline,propulsion,avant,240.0,428.5,162.6,133.6,1027.4,dohc,four,98,mpfi,8.2,7.8,9.4,112,6600,9.04673076923077,8.110862068965517,9298.0,toyota,celicagtliftback
1,gas,std,two,hayon,propulsion,avant,240.0,428.5,162.6,133.6,1043.3,dohc,four,98,mpfi,8.2,7.8,9.4,112,6600,9.04673076923077,8.110862068965517,9538.0,toyota,corollatercel
2,gas,std,two,coupé,propulsion,avant,249.9,447.5,166.6,132.1,1152.1,ohc,four,146,mpfi,9.2,8.9,9.3,116,4800,9.800625,7.8405000000000005,8449.0,toyota,coronaliftback
2,gas,std,two,coupé,propulsion,avant,249.9,447.5,166.6,132.1,1150.3,ohc,four,146,mpfi,9.2,8.9,9.3,116,4800,9.800625,7.8405000000000005,9639.0,toyota,corolla
2,gas,std,two,hayon,propulsion,avant,249.9,447.5,166.6,132.1,1157.1,ohc,four,146,mpfi,9.2,8.9,9.3,116,4800,9.800625,7.8405000000000005,9989.0,toyota,starlet
2,gas,std,two,coupé,propulsion,avant,249.9,447.5,166.6,132.1,1215.2,ohc,four,146,mpfi,9.2,8.9,9.3,116,4800,9.800625,7.8405000000000005,11199.0,toyota,tercel
2,gas,std,two,hayon,propulsion,avant,249.9,447.5,166.6,132.1,1231.0,ohc,four,146,mpfi,9.2,8.9,9.3,116,4800,9.800625,7.8405000000000005,11549.0,toyota,corolla
2,gas,std,two,décapotable,propulsion,avant,249.9,447.5,166.6,134.6,1349.4,ohc,four,146,mpfi,9.2,8.9,9.3,116,4800,9.800625,7.8405000000000005,17669.0,toyota,cressida
-1,gas,std,four,berline,traction,avant,260.1,446.0,168.9,139.4,1055.1,ohc,four,122,mpfi,8.4,9.0,8.7,92,4200,8.110862068965517,6.9180882352941175,8948.0,toyota,corolla
-1,diesel,turbo,four,berline,traction,avant,260.1,446.0,168.9,139.4,1124.9,ohc,four,110,idi,8.3,8.5,22.5,73,4500,7.8405000000000005,7.127727272727273,10698.0,toyota,celicagt
-1,gas,std,four,hayon,traction,avant,260.1,446.0,168.9,136.9,1095.0,ohc,four,122,mpfi,8.4,9.0,8.7,92,4200,8.711666666666666,7.35046875,9988.0,toyota,corona
-1,gas,std,four,berline,traction,avant,260.1,446.0,168.9,139.4,1095.0,ohc,four,122,mpfi,8.4,9.0,8.7,92,4200,8.711666666666666,7.35046875,10898.0,toyota,corolla
-1,gas,std,four,hayon,traction,avant,260.1,446.0,168.9,136.9,1114.9,ohc,four,122,mpfi,8.4,9.0,8.7,92,4200,8.711666666666666,7.35046875,11248.0,toyota,markii
3,gas,std,two,hayon,propulsion,avant,261.4,466.1,172.0,132.1,1349.9,dohc,six,171,mpfi,8.3,8.5,9.3,161,5200,11.76075,9.800625,16558.0,toyota,corollaliftback
3,gas,std,two,hayon,propulsion,avant,261.4,466.1,172.0,132.1,1368.0,dohc,six,171,mpfi,8.3,8.5,9.3,161,5200,12.379736842105263,9.800625,15998.0,toyota,corona
-1,gas,std,four,berline,propulsion,avant,265.4,477.0,168.9,137.4,1420.2,dohc,six,171,mpfi,8.3,8.5,9.2,156,5200,11.76075,9.800625,15690.0,toyota,starlet
-1,gas,std,four,break,propulsion,avant,265.4,477.0,168.9,137.4,1429.3,dohc,six,161,mpfi,8.3,8.5,9.2,156,5200,12.379736842105263,9.800625,15750.0,toyota,tercel
2,diesel,std,two,berline,traction,avant,247.1,436.1,166.4,141.5,1025.6,ohc,four,97,idi,7.6,8.6,23.0,52,4800,6.357162162162163,5.113369565217392,7775.0,volkswagen,rabbit
2,gas,std,two,berline,traction,avant,247.1,436.1,166.4,141.5,1002.0,ohc,four,109,mpfi,8.1,8.6,9.0,85,5250,8.711666666666666,6.9180882352941175,7975.0,volkswagen,1131deluxesedan
2,diesel,std,four,berline,traction,avant,247.1,436.1,166.4,141.5,1026.9,ohc,four,97,idi,7.6,8.6,23.0,52,4800,6.357162162162163,5.113369565217392,7995.0,volkswagen,model111
2,gas,std,four,berline,traction,avant,247.1,436.1,166.4,141.5,1003.3,ohc,four,109,mpfi,8.1,8.6,9.0,85,5250,8.711666666666666,6.9180882352941175,8195.0,volkswagen,type3
2,gas,std,four,berline,traction,avant,247.1,436.1,166.4,141.5,1031.9,ohc,four,109,mpfi,8.1,8.6,9.0,85,5250,8.711666666666666,6.9180882352941175,8495.0,volkswagen,411(sw)
2,diesel,turbo,four,berline,traction,avant,247.1,436.1,166.4,141.5,1051.9,ohc,four,97,idi,7.6,8.6,23.0,68,4500,6.357162162162163,5.600357142857143,9495.0,volkswagen,superbeetle
2,gas,std,four,berline,traction,avant,247.1,436.1,166.4,141.5,1043.3,ohc,four,109,mpfi,8.1,8.6,10.0,100,5500,9.04673076923077,7.35046875,9995.0,volkswagen,dasher
3,gas,std,two,décapotable,traction,avant,240.0,404.6,163.1,141.2,1022.4,ohc,four,109,mpfi,8.1,8.6,8.5,90,5500,9.800625,8.110862068965517,11595.0,volkswagen,dasher
3,gas,std,two,hayon,traction,avant,240.0,420.9,162.6,130.6,1007.4,ohc,four,109,mpfi,8.1,8.6,8.5,90,5500,9.800625,8.110862068965517,9980.0,volkswagen,rabbit
0,gas,std,four,berline,traction,avant,255.0,457.7,169.9,140.0,1207.0,ohc,five,136,mpfi,8.1,8.6,8.5,110,5500,12.379736842105263,9.800625,13295.0,volkswagen,rabbit
0,diesel,turbo,four,berline,traction,avant,255.0,457.7,169.9,140.0,1169.8,ohc,four,97,idi,7.6,8.6,23.0,68,4500,7.127727272727273,6.189868421052632,13845.0,volkswagen,rabbitcustom
0,gas,std,four,break,traction,avant,255.0,465.1,169.9,140.0,1162.6,ohc,four,109,mpfi,8.1,8.6,9.0,88,5500,9.4086,7.587580645161291,12290.0,volkswagen,dasher
-2,gas,std,four,berline,propulsion,avant,264.9,479.6,170.7,142.7,1320.9,ohc,four,141,mpfi,9.6,8.0,9.5,114,5400,10.226739130434783,8.400535714285715,12940.0,volvo,145e(sw)
-1,gas,std,four,break,propulsion,avant,264.9,479.6,170.7,146.0,1376.2,ohc,four,141,mpfi,9.6,8.0,9.5,114,5400,10.226739130434783,8.400535714285715,13415.0,volvo,144ea
-2,gas,std,four,berline,propulsion,avant,264.9,479.6,170.7,142.7,1331.3,ohc,four,141,mpfi,9.6,8.0,9.5,114,5400,9.800625,8.400535714285715,15985.0,volvo,244dl
-1,gas,std,four,break,propulsion,avant,264.9,479.6,170.7,146.0,1379.8,ohc,four,141,mpfi,9.6,8.0,9.5,114,5400,9.800625,8.400535714285715,16515.0,volvo,245
-2,gas,turbo,four,berline,propulsion,avant,264.9,479.6,170.7,142.7,1381.2,ohc,four,130,mpfi,9.2,8.0,7.5,162,5100,13.836176470588235,10.691590909090909,18420.0,volvo,264gl
-1,gas,turbo,four,break,propulsion,avant,264.9,479.6,170.7,146.0,1432.0,ohc,four,130,mpfi,9.2,8.0,7.5,162,5100,13.836176470588235,10.691590909090909,18950.0,volvo,diesel
-1,gas,std,four,berline,propulsion,avant,277.1,479.6,175.0,141.0,1339.0,ohc,four,141,mpfi,9.6,8.0,9.5,114,5400,10.226739130434783,8.400535714285715,16845.0,volvo,145e(sw)
-1,gas,turbo,four,berline,propulsion,avant,277.1,479.6,174.8,141.0,1383.0,ohc,four,141,mpfi,9.6,8.0,8.7,160,5300,12.379736842105263,9.4086,19045.0,volvo,144ea
-1,gas,std,four,berline,propulsion,avant,277.1,479.6,175.0,141.0,1366.2,ohcv,six,173,mpfi,9.1,7.3,8.8,134,5500,13.0675,10.226739130434783,21485.0,volvo,244dl
-1,diesel,turbo,four,berline,propulsion,avant,277.1,479.6,175.0,141.0,1459.2,ohc,six,145,idi,7.6,8.6,23.0,106,4800,9.04673076923077,8.711666666666666,22470.0,volvo,246
-1,gas,turbo,four,berline,propulsion,avant,277.1,479.6,175.0,141.0,1388.9,ohc,four,141,mpfi,9.6,8.0,9.5,114,5400,12.379736842105263,9.4086,22625.0,volvo,264gl
